idnum,uniq_id,cluster,upm,wt,wave,pais,nationality,estratopri,prov,municipio,estratosec,tamano,ur,fecha,q1,q2,a4,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,q10new
1161,MEX18_1161,1301,101,1,2018,México,Mexicano,Norte,Zacatecas,Tabasco,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,06/03/2019,Mujer,30,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
57,MEX18_0057,1191,10,1,2018,México,Mexicano,Sur,Veracruz,Boca del Río,"Grande (más de 100,000)",Ciudad grande,Urbano,08/02/2019,Mujer,50,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
1067,MEX18_1067,1221,116,1,2018,México,Mexicano,Sur,Veracruz,Uxpanapa,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,11/02/2019,Hombre,22,"Delincuencia, crimen",No sabe,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No votaría,"Entre $2,001 - $2,400"
1196,MEX18_1196,882,6,1,2018,México,Mexicano,Sur,Oaxaca,Asunción Nochixtlán,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,14/02/2019,Mujer,53,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,No responde
289,MEX18_0289,912,96,1,2018,México,Mexicano,Sur,Oaxaca,San Lucas Ojitlán,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,12/02/2019,Mujer,19,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,Menos de $620
1489,MEX18_1489,702,113,1,2018,México,Mexicano,Centro,Estado de México,Toluca,"Grande (más de 100,000)",Ciudad grande,Urbano,21/03/2019,Hombre,77,"Educación, falta de, mala calidad",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
400,MEX18_0400,891,57,1,2018,México,Mexicano,Sur,Oaxaca,Mesones Hidalgo,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,15/02/2019,Mujer,27,Pobreza,Sí,No,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,Ningún ingreso
843,MEX18_0843,912,96,1,2018,México,Mexicano,Sur,Oaxaca,San Lucas Ojitlán,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,12/02/2019,Hombre,29,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
464,MEX18_0464,342,1,1,2018,México,Mexicano,Centro Occidente,Guanajuato,Acámbaro,"Grande (más de 100,000)",Ciudad mediana,Urbano,22/03/2019,Hombre,49,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
1224,MEX18_1224,222,41,1,2018,México,Mexicano,Centro,Distrito Federal,Iztacalco,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,13/03/2019,Mujer,57,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
760,MEX18_0760,1301,101,1,2018,México,Mexicano,Norte,Zacatecas,Tabasco,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,06/03/2019,Mujer,59,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
321,MEX18_0321,881,6,1,2018,México,Mexicano,Sur,Oaxaca,Asunción Nochixtlán,"Pequeña (menos de 25,000)",Área rural,Urbano,13/02/2019,Hombre,40,Desempleo/falta de empleo,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No responde,"Entre $620 - $1,200"
558,MEX18_0558,1041,102,1,2018,México,Mexicano,Norte,San Luis Potosí,Tampamolón Corona,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,03/03/2019,Mujer,29,"Drogas, consumo de, drogadicción",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $620 - $1,200"
1613,MEX18_1613,1042,102,1,2018,México,Mexicano,Norte,San Luis Potosí,Tampamolón Corona,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,03/03/2019,Hombre,23,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
1254,MEX18_1254,952,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Mujer,52,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
945,MEX18_0945,951,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Mujer,47,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
791,MEX18_0791,1262,82,1,2018,México,Mexicano,Sur,Veracruz,Papantla,"Grande (más de 100,000)",Ciudad mediana,Rural,06/02/2019,Hombre,22,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
60,MEX18_0060,691,111,1,2018,México,Mexicano,Centro,Estado de México,Tlalnepantla de Baz,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,31/01/2019,Hombre,64,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
1391,MEX18_1391,1251,78,1,2018,México,Mexicano,Sur,Veracruz,Orizaba,"Grande (más de 100,000)",Ciudad grande,Urbano,09/02/2019,Hombre,28,"Economía, problemas con, crisis de",No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
369,MEX18_0369,692,111,1,2018,México,Mexicano,Centro,Estado de México,Tlalnepantla de Baz,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,31/01/2019,Hombre,73,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,801 - $3,400"
533,MEX18_0533,281,3,1,2018,México,Mexicano,Centro,Distrito Federal,Alvaro Obregón,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Hombre,25,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
890,MEX18_0890,902,75,1,2018,México,Mexicano,Sur,Oaxaca,Oaxaca de Juárez,"Grande (más de 100,000)",Ciudad grande,Urbano,13/02/2019,Hombre,33,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
1349,MEX18_1349,1022,55,1,2018,México,Mexicano,Norte,San Luis Potosí,Matehuala,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,02/03/2019,Hombre,52,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
796,MEX18_0796,921,12,1,2018,México,Mexicano,Centro,Puebla,Caltepec,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,16/02/2019,Mujer,29,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,Menos de $620
1547,MEX18_1547,1242,122,1,2018,México,Mexicano,Sur,Veracruz,Xalapa,"Grande (más de 100,000)",Ciudad grande,Urbano,07/02/2019,Mujer,43,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
1370,MEX18_1370,1052,120,1,2018,México,Mexicano,Norte,San Luis Potosí,Villa Juárez,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,01/03/2019,Mujer,51,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,Menos de $620
1148,MEX18_1148,1291,30,1,2018,México,Mexicano,Norte,Zacatecas,Fresnillo,"Grande (más de 100,000)",Ciudad mediana,Urbano,05/03/2019,Mujer,27,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $1,601 - $2,000"
706,MEX18_0706,1292,30,1,2018,México,Mexicano,Norte,Zacatecas,Fresnillo,"Grande (más de 100,000)",Ciudad mediana,Urbano,05/03/2019,Mujer,65,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,PT / Partido del Trabajo,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $2,001 - $2,400"
1099,MEX18_1099,952,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Mujer,29,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $1,201 - $1,600"
910,MEX18_0910,721,130,1,2018,México,Mexicano,Centro,Estado de México,Zumpango,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Hombre,75,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $4,801 - $5,400"
1559,MEX18_1559,1242,122,1,2018,México,Mexicano,Sur,Veracruz,Xalapa,"Grande (más de 100,000)",Ciudad grande,Urbano,07/02/2019,Hombre,27,"Drogas, consumo de, drogadicción",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
1026,MEX18_1026,1291,30,1,2018,México,Mexicano,Norte,Zacatecas,Fresnillo,"Grande (más de 100,000)",Ciudad mediana,Urbano,05/03/2019,Hombre,30,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $2,801 - $3,400"
1002,MEX18_1002,951,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Hombre,40,Desempleo/falta de empleo,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
149,MEX18_0149,1021,55,1,2018,México,Mexicano,Norte,San Luis Potosí,Matehuala,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,02/03/2019,Mujer,28,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Nada,No votaría,"Entre $2,001 - $2,400"
682,MEX18_0682,992,29,1,2018,México,Mexicano,Centro,Querétaro,El Marqués,"Grande (más de 100,000)",Ciudad grande,Rural,22/02/2019,Mujer,20,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
1018,MEX18_1018,1022,55,1,2018,México,Mexicano,Norte,San Luis Potosí,Matehuala,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,02/03/2019,Mujer,22,Violencia,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
701,MEX18_0701,1262,82,1,2018,México,Mexicano,Sur,Veracruz,Papantla,"Grande (más de 100,000)",Ciudad mediana,Rural,06/02/2019,Mujer,51,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,Menos de $620
230,MEX18_0230,1241,122,1,2018,México,Mexicano,Sur,Veracruz,Xalapa,"Grande (más de 100,000)",Ciudad grande,Urbano,06/02/2019,Hombre,72,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
572,MEX18_0572,991,29,1,2018,México,Mexicano,Centro,Querétaro,El Marqués,"Grande (más de 100,000)",Ciudad grande,Rural,21/02/2019,Hombre,60,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,Ningún ingreso
670,MEX18_0670,682,110,1,2018,México,Mexicano,Centro,Estado de México,Tlalnepantla de Baz,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Hombre,37,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No votaría,No sabe
1487,MEX18_1487,12,105,1,2018,México,Mexicano,Centro Occidente,Aguascalientes,Tepezalá,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,07/03/2019,Hombre,50,"Drogas, consumo de, drogadicción",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
304,MEX18_0304,911,96,1,2018,México,Mexicano,Sur,Oaxaca,San Lucas Ojitlán,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,12/02/2019,Mujer,40,Mal gobierno,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
1046,MEX18_1046,222,41,1,2018,México,Mexicano,Centro,Distrito Federal,Iztacalco,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,13/03/2019,Hombre,26,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
973,MEX18_0973,981,90,1,2018,México,Mexicano,Centro,Querétaro,Querétaro,"Grande (más de 100,000)",Ciudad grande,Urbano,22/02/2019,Hombre,22,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Iría a votar pero dejaría la boleta en blanco o la anularía,"Más de $13,000"
611,MEX18_0611,282,3,1,2018,México,Mexicano,Centro,Distrito Federal,Alvaro Obregón,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,52,"Delincuencia, crimen",No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,No sabe,"Entre $620 - $1,200"
1186,MEX18_1186,901,75,1,2018,México,Mexicano,Sur,Oaxaca,Oaxaca de Juárez,"Grande (más de 100,000)",Ciudad grande,Urbano,13/02/2019,Mujer,61,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
216,MEX18_0216,291,109,1,2018,México,Mexicano,Centro,Distrito Federal,Tláhuac,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Hombre,50,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No sabe,"Entre $4,801 - $5,400"
1407,MEX18_1407,902,75,1,2018,México,Mexicano,Sur,Oaxaca,Oaxaca de Juárez,"Grande (más de 100,000)",Ciudad grande,Urbano,13/02/2019,Mujer,20,"Delincuencia, crimen",No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
41,MEX18_0041,571,23,1,2018,México,Mexicano,Centro,Estado de México,Cuautitlán Izcalli,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Hombre,19,"Delincuencia, crimen",No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $1,201 - $1,600"
260,MEX18_0260,631,68,1,2018,México,Mexicano,Centro,Estado de México,Naucalpan de Juárez,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,06/02/2019,Hombre,26,"Delincuencia, crimen",No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
798,MEX18_0798,561,7,1,2018,México,Mexicano,Centro,Estado de México,Atizapán de Zaragoza,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,14/02/2019,Mujer,66,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No sabe,Menos de $620
1085,MEX18_1085,662,72,1,2018,México,Mexicano,Centro,Estado de México,Nicolás Romero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,20,"Delincuencia, crimen",No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
621,MEX18_0621,112,119,1,2018,México,Mexicano,Centro Occidente,Colima,Villa de Alvarez,"Grande (más de 100,000)",Ciudad grande,Urbano,12/02/2019,Hombre,56,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
1521,MEX18_1521,782,129,1,2018,México,Mexicano,Centro Occidente,Michoacán,Zitácuaro,"Grande (más de 100,000)",Ciudad grande,Rural,06/02/2019,Mujer,32,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
788,MEX18_0788,762,65,1,2018,México,Mexicano,Centro Occidente,Michoacán,Morelia,"Grande (más de 100,000)",Ciudad grande,Urbano,08/02/2019,Hombre,35,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No sabe,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
1439,MEX18_1439,771,125,1,2018,México,Mexicano,Centro Occidente,Michoacán,Zamora,"Grande (más de 100,000)",Área rural,Urbano,11/02/2019,Mujer,42,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $620 - $1,200"
1526,MEX18_1526,862,99,1,2018,México,Mexicano,Norte,Nuevo León,San Nicolás de los Garza,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Hombre,45,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,No sabe
128,MEX18_0128,852,63,1,2018,México,Mexicano,Norte,Nuevo León,Monterrey,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Hombre,27,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,No sabe
76,MEX18_0076,491,128,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapotlán El Grande,"Grande (más de 100,000)",Ciudad mediana,Urbano,13/02/2019,Mujer,20,Desempleo/falta de empleo,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,Movimiento Ciudadano,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
1091,MEX18_1091,701,113,1,2018,México,Mexicano,Centro,Estado de México,Toluca,"Grande (más de 100,000)",Ciudad grande,Urbano,04/02/2019,Hombre,79,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $5,401 - $6,400"
9,MEX18_0009,711,114,1,2018,México,Mexicano,Centro,Estado de México,Toluca,"Grande (más de 100,000)",Ciudad grande,Rural,05/02/2019,Mujer,50,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
81,MEX18_0081,111,119,1,2018,México,Mexicano,Centro Occidente,Colima,Villa de Alvarez,"Grande (más de 100,000)",Ciudad grande,Urbano,12/02/2019,Mujer,46,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
1275,MEX18_1275,531,115,1,2018,México,Mexicano,Centro Occidente,Jalisco,Tonalá,"Grande (más de 100,000)",Ciudad grande,Urbano,16/02/2019,Hombre,55,"Derechos humanos, violaciones de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
411,MEX18_0411,661,72,1,2018,México,Mexicano,Centro,Estado de México,Nicolás Romero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,51,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,No sabe,Votaría por el candidato o partido del actual presidente/administración,No sabe
428,MEX18_0428,741,85,1,2018,México,Mexicano,Centro Occidente,Michoacán,Pátzcuaro,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,10/02/2019,Mujer,25,"Delincuencia, crimen",No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
1063,MEX18_1063,862,99,1,2018,México,Mexicano,Norte,Nuevo León,San Nicolás de los Garza,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Hombre,48,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
1347,MEX18_1347,851,63,1,2018,México,Mexicano,Norte,Nuevo León,Monterrey,"Grande (más de 100,000)",Ciudad grande,Urbano,28/02/2019,Mujer,26,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,PT / Partido del Trabajo,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
729,MEX18_0729,621,58,1,2018,México,Mexicano,Centro,Estado de México,Metepec,"Grande (más de 100,000)",Ciudad grande,Urbano,03/02/2019,Hombre,56,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $3,801 - $4,300"
472,MEX18_0472,542,126,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapopan,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Hombre,49,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
265,MEX18_0265,752,64,1,2018,México,Mexicano,Centro Occidente,Michoacán,Morelia,"Grande (más de 100,000)",Ciudad grande,Urbano,07/02/2019,Mujer,50,Desplazamiento forzado,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $5,401 - $6,400"
453,MEX18_0453,82,92,1,2018,México,Mexicano,Norte,Coahuila,Saltillo,"Grande (más de 100,000)",Ciudad grande,Urbano,22/02/2019,Mujer,30,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,"Más de $13,000"
